#{"t_start": 1530994045.1765893, "env_id": "InvertedPendulum-v2"}
r,l,t
1000.0,1000,3461.153458
77.0,77,3461.257395
1000.0,1000,3466.40526
1000.0,1000,3471.377708
1000.0,1000,3476.437502
1000.0,1000,3481.482411
1000.0,1000,3486.483677
1000.0,1000,3491.512924
1000.0,1000,3496.542612
1000.0,1000,3501.543456
1000.0,1000,3507.7877
1000.0,1000,3512.794069
1000.0,1000,3517.797837
1000.0,1000,3523.885777
1000.0,1000,3530.467229
1000.0,1000,3537.686666
1000.0,1000,3545.416018
1000.0,1000,3553.214629
1000.0,1000,3558.862788
1000.0,1000,3564.31465
1000.0,1000,3571.935485
1000.0,1000,3578.153128
1000.0,1000,3583.613545
1000.0,1000,3588.800988
341.0,341,3593.086922
1000.0,1000,3598.545578
1000.0,1000,3603.86491
1000.0,1000,3609.022612
1000.0,1000,3614.151336
1000.0,1000,3619.290954
1000.0,1000,3625.544737
1000.0,1000,3630.792745
1000.0,1000,3636.286382
131.0,131,3636.475271
1000.0,1000,3641.515387
1000.0,1000,3646.679885
1000.0,1000,3651.727112
1000.0,1000,3656.842315
1000.0,1000,3661.927319
1000.0,1000,3666.989445
1000.0,1000,3672.228977
1000.0,1000,3678.438889
1000.0,1000,3683.492414
1000.0,1000,3688.607922
1000.0,1000,3693.685891
1000.0,1000,3698.749863
1000.0,1000,3703.804766
1000.0,1000,3709.028929
1000.0,1000,3714.084754
1000.0,1000,3719.086908
236.0,236,3719.423696
1000.0,1000,3724.520557
1000.0,1000,3730.779754
1000.0,1000,3735.844934
1000.0,1000,3740.908025
1000.0,1000,3745.924562
1000.0,1000,3750.970899
1000.0,1000,3755.990287
476.0,476,3756.663215
1000.0,1000,3761.674837
1000.0,1000,3766.721764
1000.0,1000,3771.76027
1000.0,1000,3776.821673
1000.0,1000,3783.028754
1000.0,1000,3788.039335
1000.0,1000,3793.065387
1000.0,1000,3798.091533
1000.0,1000,3803.144767
1000.0,1000,3808.16591
1000.0,1000,3813.216718
1000.0,1000,3818.274784
1000.0,1000,3823.321226
1000.0,1000,3828.352809
1000.0,1000,3834.592904
1000.0,1000,3839.624715
95.0,95,3843.434755
1000.0,1000,3848.466889
1000.0,1000,3853.553981
1000.0,1000,3858.617089
1000.0,1000,3863.638223
1000.0,1000,3868.678345
1000.0,1000,3873.833017
1000.0,1000,3879.391726
1000.0,1000,3885.878618
1000.0,1000,3890.961335
1000.0,1000,3896.014482
1000.0,1000,3901.07609
1000.0,1000,3906.167226
1000.0,1000,3911.225854
1000.0,1000,3916.279217
1000.0,1000,3921.326953
1000.0,1000,3926.350785
129.0,129,3926.533685
1000.0,1000,3931.548358
1000.0,1000,3937.843781
1000.0,1000,3942.947021
1000.0,1000,3948.047427
1000.0,1000,3953.095487
1000.0,1000,3958.173035
1000.0,1000,3963.193622
1000.0,1000,3968.273726
99.0,99,3968.421667
1000.0,1000,3973.478754
1000.0,1000,3978.501403
1000.0,1000,3983.571269
1000.0,1000,3989.832766
121.0,121,3990.005666
1000.0,1000,3995.016553
1000.0,1000,4000.066838
1000.0,1000,4005.093967
90.0,90,4005.223894
1000.0,1000,4010.44371
1000.0,1000,4015.496608
1000.0,1000,4020.590866
1000.0,1000,4026.340153
1000.0,1000,4033.159923
1000.0,1000,4040.847806
232.0,232,4041.33453
1000.0,1000,4050.158696
1000.0,1000,4055.819289
1000.0,1000,4061.395138
1000.0,1000,4066.440956
1000.0,1000,4071.460847
1000.0,1000,4076.560436
1000.0,1000,4081.581095
1000.0,1000,4086.627771
1000.0,1000,4092.587921
1000.0,1000,4097.622505
44.0,44,4097.682464
1000.0,1000,4104.064599
1000.0,1000,4109.103117
1000.0,1000,4114.272167
241.0,241,4114.720815
1000.0,1000,4120.985334
1000.0,1000,4126.837595
1000.0,1000,4132.866151
1000.0,1000,4137.91791
1000.0,1000,4145.154323
1000.0,1000,4151.826337
1000.0,1000,4157.133311
1000.0,1000,4164.003716
1000.0,1000,4169.059324
1000.0,1000,4174.129352
1000.0,1000,4179.341376
1000.0,1000,4184.442103
1000.0,1000,4189.505257
1000.0,1000,4194.533486
1000.0,1000,4199.56163
1000.0,1000,4204.588977
73.0,73,4208.314504
1000.0,1000,4214.693642
787.0,787,4215.791741
1000.0,1000,4220.838841
1000.0,1000,4226.566657
1000.0,1000,4234.812572
1000.0,1000,4241.561719
1000.0,1000,4247.743841
1000.0,1000,4254.779521
1000.0,1000,4261.406737
1000.0,1000,4267.500714
154.0,154,4267.794548
1000.0,1000,4274.435755
1000.0,1000,4282.586103
1000.0,1000,4287.599659
1000.0,1000,4292.594997
1000.0,1000,4297.646308
1000.0,1000,4302.700114
1000.0,1000,4307.838465
1000.0,1000,4312.893972
1000.0,1000,4317.938617
1000.0,1000,4322.984647
1000.0,1000,4328.006262
1000.0,1000,4334.438382
1000.0,1000,4339.479518
1000.0,1000,4344.480853
1000.0,1000,4349.547022
1000.0,1000,4354.575919
70.0,70,4358.309494
1000.0,1000,4363.950926
1000.0,1000,4371.190795
1000.0,1000,4377.505313
1000.0,1000,4383.033989
1000.0,1000,4389.519919
1000.0,1000,4394.68038
1000.0,1000,4401.902776
1000.0,1000,4408.124777
93.0,93,4408.2547
1000.0,1000,4413.304674
1000.0,1000,4418.680934
1000.0,1000,4425.337558
36.0,36,4425.397524
1000.0,1000,4431.162829
1000.0,1000,4436.88101
163.0,163,4437.14386
1000.0,1000,4443.92633
1000.0,1000,4450.459143
1000.0,1000,4455.468189
1000.0,1000,4463.745113
1000.0,1000,4470.492237
181.0,181,4470.738137
1000.0,1000,4475.810549
1000.0,1000,4480.880259
1000.0,1000,4485.976351
1000.0,1000,4491.033585
1000.0,1000,4496.063759
1000.0,1000,4501.086895
1000.0,1000,4507.570453
1000.0,1000,4512.621655
14.0,14,4512.643642
1000.0,1000,4517.711252
42.0,42,4517.772214
18.0,18,4517.799188
1000.0,1000,4523.350667
174.0,174,4523.583536
137.0,137,4523.767428
1000.0,1000,4528.864862
654.0,654,4533.456195
1000.0,1000,4538.511457
1000.0,1000,4543.559894
1000.0,1000,4549.250887
114.0,114,4549.409864
408.0,408,4553.692786
101.0,101,4553.836688
1000.0,1000,4560.306672
1000.0,1000,4565.390755
1000.0,1000,4570.44612
94.0,94,4570.575049
96.0,96,4570.710968
1000.0,1000,4575.856066
1000.0,1000,4580.945148
1000.0,1000,4586.050182
1000.0,1000,4591.138727
1000.0,1000,4596.206441
1000.0,1000,4601.271348
1000.0,1000,4606.398417
1000.0,1000,4613.295311
1000.0,1000,4620.152075
1000.0,1000,4628.871582
111.0,111,4629.022971
1000.0,1000,4634.620264
1000.0,1000,4639.822666
1000.0,1000,4645.864292
134.0,134,4646.056168
1000.0,1000,4651.717634
34.0,34,4651.769605
1000.0,1000,4657.770039
1000.0,1000,4663.160425
1000.0,1000,4668.51952
120.0,120,4668.693973
148.0,148,4668.915671
74.0,74,4674.544726
1000.0,1000,4680.949729
107.0,107,4681.383482
1000.0,1000,4692.11036
1000.0,1000,4701.098231
1000.0,1000,4706.833224
1000.0,1000,4712.243831
1000.0,1000,4717.589473
1000.0,1000,4722.862681
1000.0,1000,4728.676351
132.0,132,4728.871241
1000.0,1000,4734.030873
120.0,120,4734.202791
104.0,104,4734.352707
749.0,749,4740.637102
87.0,87,4740.760034
1000.0,1000,4745.975116
1000.0,1000,4751.090081
1000.0,1000,4756.459013
1000.0,1000,4761.744921
1000.0,1000,4766.855772
1000.0,1000,4771.957201
1000.0,1000,4777.113946
182.0,182,4777.369803
142.0,142,4777.570685
1000.0,1000,4782.719947
1000.0,1000,4787.867812
1000.0,1000,4794.557977
1000.0,1000,4799.711039
1000.0,1000,4804.877682
1000.0,1000,4809.97812
167.0,167,4810.210983
262.0,262,4814.306606
1000.0,1000,4819.391922
1000.0,1000,4824.469879
1000.0,1000,4829.556885
165.0,165,4829.795751
1000.0,1000,4836.085485
1000.0,1000,4842.375894
1000.0,1000,4853.088811
91.0,91,4853.293695
91.0,91,4853.512585
1000.0,1000,4859.357128
1000.0,1000,4864.511696
1000.0,1000,4869.63486
1000.0,1000,4876.198554
1000.0,1000,4881.472543
1000.0,1000,4886.510897
1000.0,1000,4891.596866
1000.0,1000,4896.71347
1000.0,1000,4901.784011
1000.0,1000,4908.827423
1000.0,1000,4913.941273
1000.0,1000,4919.069328
1000.0,1000,4924.179657
1000.0,1000,4929.248767
1000.0,1000,4934.319873
1000.0,1000,4939.435482
1000.0,1000,4944.546622
10.0,10,4944.562613
1000.0,1000,4949.651634
1000.0,1000,4954.742726
1000.0,1000,4961.347104
1000.0,1000,4966.415939
1000.0,1000,4971.528134
50.0,50,4971.60547
97.0,97,4971.746062
1000.0,1000,4976.843054
1000.0,1000,4981.956133
108.0,108,4982.112044
1000.0,1000,4987.175615
83.0,83,4987.291564
1000.0,1000,4992.398743
1000.0,1000,4997.582772
11.0,11,4997.601761
1000.0,1000,5002.699214
106.0,106,5002.849127
1000.0,1000,5007.932975
1000.0,1000,5014.68969
1000.0,1000,5019.795372
1000.0,1000,5024.857264
1000.0,1000,5029.95655
9.0,9,5029.972556
1000.0,1000,5035.023657
392.0,392,5039.271116
1000.0,1000,5044.405617
1000.0,1000,5049.653488
305.0,305,5050.092235
1000.0,1000,5055.19656
1000.0,1000,5060.336073
1000.0,1000,5067.243933
1000.0,1000,5072.316036
60.0,60,5072.402987
1000.0,1000,5077.514995
14.0,14,5077.537993
87.0,87,5077.662909
1000.0,1000,5082.8559
1000.0,1000,5087.977428
1000.0,1000,5093.052591
1000.0,1000,5098.173268
1000.0,1000,5103.29562
1000.0,1000,5108.415347
1000.0,1000,5113.520453
90.0,90,5113.645385
99.0,99,5113.782307
1000.0,1000,5120.624069
117.0,117,5124.485863
1000.0,1000,5129.569825
1000.0,1000,5134.639158
1000.0,1000,5139.731316
1000.0,1000,5144.947697
209.0,209,5145.243529
1000.0,1000,5150.521241
88.0,88,5150.66316
1000.0,1000,5156.705807
51.0,51,5156.80275
1000.0,1000,5162.32294
1000.0,1000,5167.416667
1000.0,1000,5174.179076
149.0,149,5174.392971
219.0,219,5174.733762
1000.0,1000,5179.858068
74.0,74,5179.973124
111.0,111,5180.134527
109.0,109,5183.973416
1000.0,1000,5189.068447
69.0,69,5189.16341
55.0,55,5189.242349
58.0,58,5189.324302
69.0,69,5189.423243
60.0,60,5189.510195
11.0,11,5189.528184
57.0,57,5189.608157
169.0,169,5189.851002
52.0,52,5189.925975
65.0,65,5190.018903
123.0,123,5190.194804
1000.0,1000,5195.314409
218.0,218,5199.303689
1000.0,1000,5204.378037
1000.0,1000,5209.516118
1000.0,1000,5214.628185
129.0,129,5214.811098
1000.0,1000,5219.911087
1000.0,1000,5226.638246
1000.0,1000,5231.712352
733.0,733,5232.751341
1000.0,1000,5237.847445
1000.0,1000,5242.96883
1000.0,1000,5248.14166
1000.0,1000,5253.227884
72.0,72,5253.326827
1000.0,1000,5258.456896
1000.0,1000,5263.544008
1000.0,1000,5268.659417
1000.0,1000,5273.74241
61.0,61,5279.187317
1000.0,1000,5284.397179
1000.0,1000,5290.916338
1000.0,1000,5298.14601
118.0,118,5298.336902
88.0,88,5298.483819
105.0,105,5298.655957
78.0,78,5298.786881
1000.0,1000,5304.592672
1000.0,1000,5309.718894
223.0,223,5310.022471
1000.0,1000,5315.139754
1000.0,1000,5320.241487
1000.0,1000,5325.329599
1000.0,1000,5330.440666
14.0,14,5330.463653
1000.0,1000,5337.247777
1000.0,1000,5342.352863
1000.0,1000,5347.476938
1000.0,1000,5352.570425
126.0,126,5352.7583
1000.0,1000,5357.887498
1000.0,1000,5362.982593
1000.0,1000,5368.411269
1000.0,1000,5373.60296
1000.0,1000,5378.74994
1000.0,1000,5383.939975
1000.0,1000,5390.782957
1000.0,1000,5395.926632
1000.0,1000,5401.070819
1000.0,1000,5406.168934
1000.0,1000,5411.266777
1000.0,1000,5416.36588
1000.0,1000,5421.489032
1000.0,1000,5426.611036
1000.0,1000,5431.737025
1000.0,1000,5436.883762
